Folder1,Folder2,AverageDistance
328,217,2.407438781526354
328,8,2.558704932530721
328,116,2.2636330922444663
328,319,2.5835132598876953
328,9,2.5520969231923423
328,158,2.8827776114145913
328,102,2.432662751939562
328,161,2.51189915339152
328,228,2.581487708621555
328,70,2.6881010002560086
328,138,2.6029074986775718
328,255,2.5434613757663302
328,267,2.5408061610327826
328,58,2.4824224842919245
433,197,2.523596419228448
433,195,2.5032331148783364
433,463,2.4779955546061196
433,226,2.690852721532186
433,77,2.3865712218814426
433,221,2.5052501360575357
433,342,2.4891251722971597
433,330,2.515300671259562
433,223,2.551120811038547
433,381,2.319050047132704
433,148,2.21962218814426
433,391,2.471510569254557
433,146,2.3585930135515003
433,406,2.43336468272739
433,272,2.3223831123775907
433,220,2.425536182191637
433,151,2.3301555845472546
433,296,2.591030730141534
433,42,2.3462581634521484
433,246,2.570617569817437
433,217,2.392347945107354
433,8,2.5179469320509167
433,116,2.476913981967502
433,319,2.4544062879350452
433,9,2.509429613749186
433,158,2.540625731150309
433,102,2.5224143928951688
433,161,2.142625570297241
433,228,2.5845185915629068
433,70,2.260002507103814
433,138,2.3296844164530435
433,255,2.5334070258670383
433,267,2.415692620807224
433,58,2.408097743988037
325,197,2.713848114013672
325,195,2.749784098731147
325,463,2.7927254835764566
325,226,2.87975721889072
325,77,2.7019772794511585
325,221,2.2371071179707847
325,342,2.577083561155531
325,330,2.646708223554823
325,223,2.407986693912082
325,381,2.4187530411614313
325,148,2.51230165693495
325,391,2.445352872212728
325,146,2.4500425126817493
325,406,2.586244583129883
325,272,2.880259911219279
325,220,2.3163709110683866
325,151,2.6491676701439753
325,296,2.784899950027466
325,42,2.2943595250447593
325,246,2.7927923732333713
325,217,2.435090356402927
325,8,2.5838030444251165
325,116,2.320674101511637
325,319,2.609492619832357
325,9,2.539006127251519
325,158,2.891692294014825
325,102,2.409077273474799
325,161,2.528377162085639
325,228,2.562648958630032
325,70,2.703706079059177
325,138,2.6094500753614636
325,255,2.5175832642449274
325,267,2.548395872116089
325,58,2.5524710284339056
425,197,2.724981943766276
425,195,2.5992169115278454
425,463,2.507603327433268
425,226,2.8434984948900013
425,77,2.2741618156433105
425,221,2.863622850841946
425,342,2.9030718273586698
425,330,3.002541038725111
425,223,2.7380719449785023
425,381,2.6103157997131348
425,148,2.7452299859788685
425,391,2.8196351528167725
425,146,2.9357785913679333
425,406,2.779510815938314
425,272,2.257697661717733
425,220,2.842851506339179
425,151,2.7765073511335583
425,296,2.2020485401153564
425,42,2.7876096036699085
425,246,2.061966233783298
425,217,2.756731536653307
425,8,2.4955917994181314
425,116,2.6343084971110025
425,319,2.6289853519863553
425,9,2.9505013095008
425,158,2.348584598965115
425,102,2.8473368220859103
425,161,2.4031314055124917
425,228,2.9389283657073975
425,70,2.475647555457221
425,138,2.165604763560825
425,255,3.0177203019460044
425,267,2.30474943584866
425,58,2.8301000595092773
297,197,2.1228709353340998
297,195,2.1079715887705484
297,463,2.442122220993042
297,226,2.2596055931515164
297,77,2.491157054901123
297,221,2.0286758873197765
297,342,1.9520246982574463
297,330,2.1064956850475736
297,223,2.435497072007921
297,381,1.9364646938112047
297,148,2.2258119848039417
297,391,2.022208160824246
297,146,1.9186348120371501
297,406,1.9492939975526598
297,272,2.5284511778089733
297,220,2.0772551430596247
297,151,2.3068627781338162
297,296,2.8431234889560275
297,42,2.2696243392096624
297,246,2.839008013407389
297,217,2.1436570750342474
297,8,2.39830838309394
297,116,2.5535450246598987
297,319,2.2465171813964844
297,9,1.7960312763849895
297,158,2.623027218712701
297,102,2.1847956313027277
297,161,2.1449252367019653
297,228,1.8883660236994426
297,70,2.4242956903245716
297,138,2.6315832138061523
297,255,1.8924365705913968
297,267,2.670538240008884
297,58,2.1178567144605847
