Folder1,Folder2,AverageDistance
371,146,1.9956927961773343
371,406,2.096320152282715
371,272,2.4938975705040827
371,220,2.2918547524346247
371,151,2.4919126298692493
371,296,2.9416061507331
371,42,2.307458665635851
371,246,2.9629772504170737
371,217,2.3208897908528647
371,8,2.4233307043711343
371,116,2.6112277772691517
371,319,2.213282929526435
371,9,2.0346054236094155
371,158,2.653647396299574
371,102,2.492907259199354
371,161,2.2290583981408014
371,228,1.9596873919169109
371,70,2.3520447148217096
371,138,2.806024577882555
371,255,2.0491772095362344
371,267,2.596690230899387
371,58,1.9282401667700872
430,197,1.9838638703028362
430,195,1.9961696995629206
430,463,2.3219627009497747
430,226,2.4056398073832193
430,77,2.2196339236365423
430,221,2.00186734729343
430,342,2.0185211499532065
430,330,2.111784405178494
430,223,2.453966829511854
430,381,1.5659825139575534
430,148,2.1014643377727933
430,391,2.202538318104214
430,146,1.9151537285910711
430,406,2.0262272357940674
430,272,2.3697816795772977
430,220,2.041584293047587
430,151,2.2195929288864136
430,296,2.6611279911465116
430,42,2.1987923251258
430,246,2.6253451241387262
430,217,2.177462922202216
430,8,1.9993527730305989
430,116,2.4398790995279946
430,319,2.0148620075649686
430,9,2.0541356801986694
430,158,2.532721439997355
430,102,2.262997521294488
430,161,1.870432628525628
430,228,2.0474314159817166
430,70,2.2051414118872747
430,138,2.5229557355244956
430,255,2.1372256676355996
430,267,2.4758359061347113
430,58,1.8694610595703125
118,197,2.3091824849446616
118,195,2.2755912674797907
118,463,1.7984201113382976
118,226,2.516618490219116
118,77,1.9839448928833008
118,221,2.6649860541025796
118,342,2.429313580195109
118,330,2.432954364352756
118,223,2.728040854136149
118,381,2.173191467920939
118,148,2.358901474210951
118,391,2.4796989228990345
118,146,2.5308195220099554
118,406,2.44048810005188
118,272,1.996272325515747
118,220,2.644679890738593
118,151,2.4155785772535534
118,296,2.5399998823801675
118,42,2.6416801081763372
118,246,2.4570403496424356
118,217,2.5937368075052896
118,8,2.5519434875912137
118,116,2.6202766630384655
118,319,2.356728103425768
118,9,2.5372842682732477
118,158,2.131087064743042
118,102,2.8107957310146756
118,161,2.1289812326431274
118,228,2.4413559436798096
118,70,2.0173069768481784
118,138,2.6415776941511364
118,255,2.594761371612549
118,267,2.2916889720492892
118,58,2.361158768335978
493,197,2.538225253423055
493,195,2.424691915512085
493,463,2.1509371863471136
493,226,2.6346606148613825
493,77,1.9973407983779907
493,221,2.586280266443888
493,342,2.6164302031199136
493,330,2.7041559484269886
493,223,2.6600671079423694
493,381,2.2689473628997803
493,148,2.324501779344347
493,391,2.596341159608629
493,146,2.617325041029188
493,406,2.5042723284827337
493,272,1.9510355922910902
493,220,2.5816046131981745
493,151,2.356056955125597
493,296,2.235341204537286
493,42,2.7026978863610163
493,246,2.1318329175313315
493,217,2.558629459804959
493,8,2.442097398969862
493,116,2.5478685167100696
493,319,2.4405942493014865
493,9,2.6153245766957602
493,158,2.0845066838794284
493,102,2.7274970743391247
493,161,2.014452894528707
493,228,2.626164542304145
493,70,2.0330702463785806
493,138,2.4890260961320667
493,255,2.7077870104047985
493,267,2.2232364813486734
493,58,2.530865881178114
113,197,2.7962549527486167
113,195,2.8055746025509305
113,463,2.485125462214152
113,226,2.9159992006089954
113,77,2.2048078113132052
113,221,2.798691193262736
113,342,2.7106984191470676
113,330,2.808053414026896
113,223,2.8275444242689343
113,381,2.6662161350250244
113,148,2.638727717929416
113,391,2.6362090375688343
113,146,2.7473374207814536
113,406,2.8004096349080405
113,272,2.4074117607540555
113,220,2.8528250323401556
113,151,2.772205008400811
113,296,2.323039902581109
113,42,2.793935457865397
113,246,2.4062629540761313
113,217,2.9108720885382757
113,8,2.592114872402615
113,116,2.26169753074646
113,319,2.8096799320644803
113,9,2.7808173497517905
113,158,2.3924717638227673
113,102,2.954853640662299
113,161,2.6163419352637396
113,228,2.740144968032837
113,70,2.341749668121338
113,138,2.651091708077325
113,255,2.858170509338379
113,267,1.6348248720169067
113,58,2.583948771158854
363,197,2.565665536456638
363,195,2.657241423924764
363,463,2.6309863461388483
363,226,2.7418318589528403
363,77,2.518646902508206
363,221,2.4619899060991077
363,342,2.374136130015055
363,330,2.5008394718170166
363,223,2.315282318327162
363,381,2.5285648504892984
363,148,2.4474626647101507
363,391,2.317291114065382
363,146,2.336510843700833
363,406,2.580238103866577
363,272,2.7499391502804227
363,220,2.5384515126546225
363,151,2.5522612200842962
363,296,2.7328183386060925
363,42,2.269307110044691
363,246,2.9185255898369684
363,217,2.6461524963378906
363,8,2.5794728067186146
363,116,2.2864934073554144
363,319,2.5986289978027344
363,9,2.381499926249186
363,158,2.7880105707380505
363,102,2.6281496153937445
363,161,2.5027829806009927
363,228,2.333274099561903
363,70,2.5283221933576794
363,138,2.7721749941507974
363,255,2.4221129417419434
363,267,2.3990255196889243
363,58,2.4585185050964355
323,197,2.4575967523786755
323,195,2.4993349976009793
323,463,2.833929247326321
323,226,2.7181846565670438
323,77,2.6918911139170327
323,221,1.8760588963826497
323,342,2.3019173675113254
323,330,2.369946241378784
323,223,2.1827705171373157
323,381,2.395393133163452
323,148,2.317638185289171
323,391,2.2308657699161105
323,146,2.245857583151923
323,406,2.425384283065796
323,272,2.8801247808668347
323,220,1.949977371427748
323,151,2.3593700461917453
323,296,2.767786555820041
323,42,2.2395742734273276
323,246,2.8283340666029186
323,217,2.1284212006462946
323,8,2.37449132071601
323,116,2.3860670460595026
323,319,2.3439417680104575
323,9,2.1817796760135226
323,158,2.89581651157803
323,102,2.0644579198625355
323,161,2.5190356307559543
323,228,2.2872301737467446
323,70,2.6894880135854087
323,138,2.536001125971476
323,255,2.238080130683051
323,267,2.658904128604465
323,58,2.4024266401926675
376,197,2.201511436038547
376,195,2.246533261405097
376,463,2.4176609781053333
376,226,2.093299561076694
376,77,2.639702002207438
376,221,2.2438723776075573
376,342,2.0503088898128934
376,330,2.114539490805732
376,223,2.707403394911024
376,381,2.199530389573839
376,148,2.529227786593967
376,391,2.237985054651896
376,146,2.2830123636457653
376,406,2.138859086566501
376,272,2.680336872736613
376,220,2.3665643797980414
376,151,2.5083150598737927
376,296,3.0395126342773438
376,42,2.6509318351745605
376,246,2.9780870278676352
376,217,2.4468444453345404
376,8,2.52762410375807
376,116,2.788274817996555
376,319,2.367836210462782
376,9,1.9305129448572795
376,158,2.64951589372423
376,102,2.424874915017022
376,161,2.452278481589423
376,228,1.841409100426568
376,70,2.548144499460856
376,138,2.9464188151889377
376,255,2.0791352722379894
376,267,2.875894414054023
376,58,2.2552932633294
57,197,2.9022673500908747
57,195,2.821045504675971
57,463,2.608824094136556
57,226,2.95110985967848
57,77,2.3020125230153403
57,221,2.82704840766059
57,342,3.0482643445332847
57,330,3.0701949861314564
57,223,2.561147345436944
57,381,2.8475982083214655
57,148,2.6563254992167153
57,391,2.919139120313856
57,146,3.054952303568522
57,406,2.9413079685635037
57,272,2.3323130077785916
57,220,2.76897931098938
57,151,2.571705526775784
57,296,1.5210110876295302
57,42,2.8226767116122775
57,246,1.4204511907365587
57,217,2.751071718004015
57,8,2.384264866511027
57,116,2.5355319446987576
57,319,2.7003663645850287
57,9,3.011365228229099
57,158,2.3048557970258923
57,102,2.8258557319641113
57,161,2.598816606733534
57,228,3.0699630048539905
57,70,2.5995585123697915
57,138,2.360984855228
57,255,3.09293524424235
57,267,2.155250734753079
57,58,2.9840505917867026
187,197,2.038520786497328
187,195,2.1101374096340604
187,463,2.4553203847673206
187,226,2.5745493835873074
187,77,2.3707026640574136
187,221,2.093021445804172
187,342,2.2263157897525363
187,330,2.1161607106526694
187,223,2.3564269807603626
187,381,2.0153501298692493
187,148,2.2383040057288275
187,391,2.4172174400753446
187,146,2.3071832921769886
187,406,2.3016400072309704
187,272,2.5076076719495983
187,220,2.099901490741306
187,151,2.271937449773153
187,296,2.554852459165785
187,42,2.3303849432203503
187,246,2.664883640077379
187,217,2.127414253022936
187,8,2.040692170461019
187,116,2.409810702006022
187,319,1.5984587007098727
187,9,2.22859885957506
187,158,2.4465405676099987
187,102,2.4282174905141196
187,161,2.1034870677524142
187,228,2.3177062935299344
187,70,2.2831344339582653
187,138,2.540546178817749
187,255,2.428204615910848
187,267,2.470665772755941
187,58,2.0206801493962607
449,197,2.3856855233510337
449,195,2.4279366069369845
449,463,2.646532164679633
449,226,2.5059088601006403
449,77,2.495214727189806
449,221,2.1340892050001354
449,342,2.154811249838935
449,330,2.154445171356201
449,223,2.4901737901899548
449,381,2.2927314970228405
449,148,2.454678932825724
449,391,2.1485087871551514
449,146,2.2076111369662814
449,406,2.297533008787367
449,272,2.784002145131429
449,220,2.2492640018463135
449,151,2.5187140040927463
449,296,2.776091284222073
449,42,2.389085292816162
449,246,2.9280732207828097
449,217,2.357202688852946
449,8,2.4844592412312827
449,116,2.327726364135742
449,319,2.4033476776546903
449,9,2.0483031935162015
449,158,2.7250811523861356
449,102,2.390645556979709
449,161,2.4888599978552923
449,228,2.0949261056052313
449,70,2.4514621098836265
449,138,2.8291824658711753
449,255,2.2210974560843573
449,267,2.5132102966308594
449,58,2.225028567843967
48,197,1.9533094432618883
48,195,1.8712856769561768
48,463,2.2599986261791654
48,226,2.350052091810438
48,77,2.2064253754085965
48,221,2.22572750515408
48,342,2.13945029841529
48,330,2.1621454026963978
48,223,2.6542491647932263
48,381,1.4413363801108465
48,148,2.3030894332461886
48,391,2.1881350543763904
48,146,2.090685354338752
48,406,2.0414941045973034
48,272,2.302887625164456
48,220,2.284939898384942
48,151,2.4180314011043973
48,296,2.7528911431630454
48,42,2.3100425932142468
48,246,2.6958430343204074
48,217,2.3306395477718778
48,8,2.100620084338718
48,116,2.555421617296007
48,319,2.1882130834791393
48,9,2.1518620914883084
48,158,2.52650777498881
48,102,2.4033134513431125
48,161,2.004848506715563
48,228,2.119234813584222
48,70,2.2232741249932184
48,138,2.6344630453321667
48,255,2.1833036740620932
48,267,2.5166851149664984
48,58,1.930506984392802
14,197,2.43345144059923
14,195,2.4431732495625815
14,463,2.772269858254327
14,226,2.6013962162865534
14,77,2.6250401073031955
14,221,1.5894845326741536
14,342,2.3913216061062283
14,330,2.3902933597564697
14,223,2.0783413383695812
14,381,2.272792683707343
14,148,2.3019822703467474
14,391,2.3236409293280706
14,146,2.262486537297567
14,406,2.292786439259847
14,272,2.8027830123901367
14,220,1.6115070713890924
14,151,2.335476689868503
14,296,2.620134194691976
14,42,2.080138232972887
14,246,2.6117009586758084
14,217,1.8231908215416803
14,8,2.235267851087782
14,116,2.328351100285848
14,319,2.1187482939826117
14,9,2.2821581628587513
14,158,2.835690048005846
14,102,1.8730250861909654
14,161,2.2482628292507596
14,228,2.3758255110846624
14,70,2.6795970069037542
14,138,2.418049520916409
14,255,2.289514170752631
14,267,2.5282123618655734
14,58,2.465936475329929
320,197,2.79382316271464
320,195,2.8385323418511286
320,463,2.8356510268317328
320,226,2.916385915544298
320,77,2.8121517499287925
320,221,2.323736588160197
320,342,2.6616347630818686
320,330,2.7456589804755316
320,223,2.3759622044033475
320,381,2.552765899234348
320,148,2.5973459084828696
320,391,2.5251597033606634
320,146,2.5507652759552
320,406,2.6795736683739557
320,272,2.9707842932807074
320,220,2.3887498643663196
320,151,2.6971571180555554
320,296,2.831375175052219
320,42,2.2742036713494196
320,246,2.836528460184733
320,217,2.497771660486857
320,8,2.656665484110514
320,116,2.3724422454833984
320,319,2.6800394852956138
320,9,2.597615745332506
320,158,2.9680199093288846
320,102,2.420871761110094
320,161,2.632085535261366
320,228,2.6365523868136935
320,70,2.776300059424506
320,138,2.6451083024342856
320,255,2.556068685319689
320,267,2.6068030993143716
320,58,2.69204044342041
390,197,2.402457422680325
390,195,2.294956922531128
390,463,2.2162051995595298
390,226,2.607657935884264
390,77,1.831375002861023
390,221,2.6260361671447754
390,342,2.4128079414367676
390,330,2.439295318391588
390,223,2.7621777057647705
390,381,2.2146372530195446
390,148,2.488172796037462
390,391,2.4256525304582386
390,146,2.5022611882951526
390,406,2.4225814872317843
390,272,2.0620813104841442
390,220,2.6414457162221274
390,151,2.5660313765207925
390,296,2.4457171493106418
390,42,2.6635468006134033
390,246,2.399568451775445
390,217,2.589405748579237
390,8,2.5569938818613687
390,116,2.5090964370303683
390,319,2.4673822191026478
390,9,2.5160925653245716
390,158,2.219184743033515
390,102,2.75293238957723
390,161,2.1742970413631864
390,228,2.5070170826382108
390,70,2.0136090914408364
390,138,2.5548411740197077
390,255,2.6239236460791693
390,267,2.1096901098887124
390,58,2.339281506008572
500,197,2.7198937204149036
500,195,2.651466793484158
500,463,2.5078761312696667
500,226,2.8282157844967313
500,77,2.1427209509743586
500,221,2.7581788963741727
500,342,2.8419815964168973
500,330,2.882950358920627
500,223,2.9001616107092962
500,381,2.5354316499498157
500,148,2.61774386299981
500,391,2.7712562349107532
500,146,2.872582991917928
500,406,2.739283667670356
500,272,2.22548156314426
500,220,2.7685660786098905
500,151,2.6300032138824463
500,296,2.180529382493761
500,42,2.96258454852634
500,246,2.1122315327326455
500,217,2.7758488390180798
500,8,2.3830001619127064
500,116,2.4734387662675648
500,319,2.588851398891873
500,9,2.842522621154785
500,158,2.243827316496107
500,102,2.811060984929403
500,161,2.4510714213053384
500,228,2.8588691552480063
500,70,2.303049008051554
500,138,2.387678782145182
500,255,2.965257830089993
500,267,1.9700716866387262
500,58,2.613538980484009
461,197,2.1629041168424816
461,195,2.2206096384260388
461,463,2.414740562438965
461,226,2.3276505205366345
461,77,2.4721833864847818
461,221,2.0232690705193415
461,342,1.9700830380121868
461,330,2.1424291796154447
461,223,2.3353113333384194
461,381,1.9593080944485135
461,148,2.0768464538786144
461,391,2.033452285660638
461,146,1.8539231088426378
461,406,2.0173874033821955
461,272,2.5360172854529486
461,220,2.0536368555492825
461,151,2.20762836933136
461,296,2.8011024792989097
461,42,2.2270977232191296
461,246,2.809057262208727
461,217,2.1809314092000327
461,8,2.3568272325727673
461,116,2.3598838647206626
461,319,2.239424016740587
461,9,1.8671516709857516
461,158,2.6427796946631537
461,102,2.221828752093845
461,161,2.098905232217577
461,228,1.886497391594781
461,70,2.330791023042467
461,138,2.584025330013699
461,255,1.9807188378440008
461,267,2.554105361302694
461,58,2.0895719395743475
328,197,2.701523462931315
328,195,2.723697953754001
328,463,2.7808378537495932
328,226,2.8559021419949002
328,77,2.6737285719977484
328,221,2.182979186375936
328,342,2.5784606668684216
328,330,2.637979507446289
328,223,2.4873336950937905
328,381,2.3475015693240695
328,148,2.5786792967054577
328,391,2.453593624962701
328,146,2.420422739452786
328,406,2.5294717417822943
328,272,2.8809872733222113
328,220,2.273032029469808
328,151,2.735745350519816
328,296,2.8061549133724637
328,42,2.2922440899742975
328,246,2.8072713481055365
